day_of_year,time_minutes,longitude,latitude,occupancy
253,841,77.620068,12.967365,high
39,925,77.648062,12.904687,medium
333,1183,77.620639,12.961129,low
119,1253,77.646171,12.90313,low
132,953,77.601023,12.971081,medium
79,1216,77.558785,12.912399,medium
158,1222,77.568343,12.901835,low
63,1206,77.6406,12.964951,low
210,565,77.591935,12.960617,low
209,900,77.623751,12.922549,high
74,1266,77.555661,12.90454,low
105,1242,77.636166,12.910812,high
303,997,77.626805,12.939852,medium
124,888,77.59899,12.947649,high
337,812,77.560997,12.949846,high
202,366,77.627826,12.919751,medium
177,851,77.550938,12.909965,low
3,884,77.570898,12.959684,low
46,563,77.622618,12.908365,low
88,698,77.630724,12.934336,high
10,1009,77.566702,12.959761,high
149,910,77.640746,12.936723,low
132,568,77.582208,12.917391,high
285,1103,77.553629,12.921804,medium
73,1012,77.559286,12.951823,medium
264,1080,77.590345,12.923812,high
248,875,77.552684,12.953554,high
133,615,77.557546,12.950274,medium
78,854,77.574946,12.938177,low
359,542,77.617439,12.914413,medium
334,750,77.563448,12.922058,medium
49,994,77.561875,12.929662,low
194,1227,77.552,12.901641,high
345,1090,77.638619,12.932293,medium
268,877,77.601075,12.976774,medium
308,886,77.609027,12.96806,low
36,408,77.604245,12.938459,medium
272,365,77.571041,12.953928,low
86,704,77.638687,12.971031,high
237,1037,77.562346,12.905084,medium
83,1223,77.618871,12.959531,low
150,896,77.606335,12.942439,low
250,730,77.595869,12.961916,medium
4,515,77.574435,12.975717,medium
23,1017,77.586233,12.925426,low
325,1121,77.577063,12.904235,high
5,1100,77.633695,12.934293,high
87,826,77.57957,12.939696,high
326,821,77.644987,12.955993,high
281,1284,77.595488,12.912471,medium
50,847,77.626007,12.982006,medium
143,1247,77.568384,12.97248,low
127,854,77.585712,12.911341,medium
211,768,77.577388,12.987801,medium
32,1206,77.574892,12.900768,medium
141,847,77.64885,12.931199,high
210,1270,77.558063,12.91168,high
48,511,77.561181,12.928004,medium
148,831,77.553663,12.961207,medium
278,705,77.63795,12.960641,low
254,667,77.552839,12.965736,medium
355,858,77.645887,12.917432,medium
307,1201,77.55551,12.935206,medium
21,816,77.619754,12.971235,high
22,676,77.628456,12.981507,medium
229,908,77.592973,12.975691,high
220,1278,77.593106,12.903156,low
324,1048,77.604976,12.915505,medium
104,759,77.61492,12.919456,high
9,882,77.585664,12.918927,high
74,871,77.599916,12.970373,low
143,1239,77.579648,12.921253,high
278,1202,77.57651,12.952978,medium
16,583,77.607993,12.980148,low
168,1044,77.602086,12.926174,low
301,794,77.58734,12.952773,high
172,996,77.558155,12.929719,high
186,587,77.630801,12.924485,medium
313,659,77.5664,12.962791,high
89,472,77.588922,12.911522,medium
345,694,77.628846,12.983187,high
208,1020,77.586526,12.975202,medium
29,766,77.630757,12.941886,medium
291,929,77.567844,12.954649,low
270,845,77.598225,12.951966,low
140,830,77.608209,12.961602,high
322,1235,77.627979,12.959034,low
278,597,77.623567,12.912259,medium
321,513,77.594515,12.952081,medium
334,653,77.625555,12.970562,high
241,1093,77.586964,12.954014,high
16,487,77.613434,12.927196,low
290,479,77.640487,12.916908,medium
137,1282,77.586843,12.98904,high
89,381,77.567256,12.984004,high
315,528,77.637605,12.989677,high
122,385,77.644008,12.906839,medium
338,1226,77.579978,12.969557,medium
98,1105,77.56295,12.96501,low
72,913,77.61382,12.976052,low
66,592,77.579003,12.946333,medium
198,697,77.628353,12.944883,high
59,710,77.61137,12.907938,low
101,1206,77.601756,12.922329,high
216,498,77.59268,12.934124,high
313,568,77.580125,12.954187,medium
359,549,77.608156,12.931608,low
274,1116,77.624169,12.974055,low
52,766,77.563054,12.930363,high
275,920,77.645863,12.903505,high
300,960,77.606183,12.926255,high
289,486,77.638737,12.908726,low
111,563,77.648028,12.903459,low
361,1262,77.627723,12.930094,low
115,886,77.605325,12.965606,high
66,1046,77.58908,12.946344,medium
116,445,77.577092,12.904422,medium
116,1318,77.57848,12.905125,medium
3,1284,77.558622,12.959814,high
330,395,77.56118,12.926322,high
336,887,77.608467,12.946738,high
186,649,77.570853,12.903215,medium
170,974,77.572432,12.909844,low
36,762,77.601375,12.929416,high
27,507,77.574498,12.94127,low
41,1122,77.562678,12.958273,medium
226,709,77.617066,12.976907,low
221,457,77.554759,12.988832,medium
90,581,77.595688,12.953399,medium
140,376,77.564252,12.944244,high
33,591,77.553758,12.92489,high
214,1318,77.553396,12.908347,medium
319,1018,77.556169,12.948796,low
166,749,77.57837,12.960101,low
361,1217,77.644248,12.945076,medium
66,389,77.578926,12.905394,medium
151,1150,77.551599,12.988814,low
319,999,77.590108,12.945708,low
169,862,77.555778,12.949087,low
250,1077,77.560733,12.902006,high
318,1084,77.595222,12.91075,medium
22,857,77.568904,12.910663,low
297,1084,77.591867,12.952706,high
115,478,77.641437,12.942569,high
35,399,77.589885,12.901864,low
356,996,77.586173,12.972458,medium
161,1202,77.631382,12.940063,low
38,970,77.616848,12.915703,high
21,1104,77.616703,12.930138,high
180,628,77.637225,12.917654,low
242,630,77.647649,12.919476,medium
59,1026,77.63494,12.975939,medium
252,1085,77.627277,12.922701,low
147,839,77.589388,12.985226,high
247,1227,77.643643,12.95143,high
72,709,77.614635,12.950042,high
260,926,77.56381,12.927713,medium
110,391,77.610379,12.913371,medium
357,765,77.569553,12.918194,medium
269,703,77.562932,12.90444,high
22,1143,77.58476,12.944447,high
345,518,77.553912,12.965361,high
78,648,77.570606,12.916566,high
341,1244,77.585971,12.958998,high
64,1209,77.584908,12.978452,low
325,403,77.629979,12.90946,high
289,529,77.592984,12.952003,low
84,1159,77.592375,12.983167,medium
321,914,77.578178,12.97328,high
207,1031,77.623077,12.944667,low
338,469,77.602048,12.931872,low
41,884,77.592261,12.91931,high
80,409,77.615633,12.921555,high
325,1066,77.637874,12.953609,high
346,588,77.609501,12.930565,low
308,720,77.629717,12.937789,high
129,836,77.558127,12.976336,medium
273,389,77.583909,12.938323,medium
80,1206,77.631569,12.969729,low
340,1021,77.636737,12.915377,high
285,703,77.599444,12.928775,high
92,890,77.597632,12.970792,medium
351,506,77.645575,12.955516,medium
294,567,77.561454,12.933219,high
294,520,77.617002,12.907182,medium
352,386,77.592644,12.981898,medium
115,729,77.590831,12.914123,high
356,499,77.59479,12.969766,high
27,412,77.641862,12.978842,low
99,1003,77.591423,12.902709,high
59,978,77.601172,12.951205,high
354,1276,77.638592,12.90377,medium
116,566,77.64433,12.986697,low
33,363,77.554336,12.979698,low
54,836,77.569549,12.957404,low
174,938,77.567267,12.955575,low
298,1029,77.614085,12.975436,medium
351,407,77.626925,12.920889,low
322,488,77.642258,12.986508,medium
179,664,77.598647,12.978208,low
282,629,77.591415,12.96722,high
115,620,77.639434,12.944304,high
14,1126,77.562169,12.91136,low
6,549,77.552128,12.90467,high
7,756,77.639316,12.94924,low
344,1268,77.620442,12.956514,high
101,745,77.600744,12.933345,low
264,945,77.564016,12.938612,low
286,1150,77.625537,12.922225,high
250,695,77.610768,12.916805,low
99,761,77.577511,12.943198,medium
255,997,77.569342,12.900796,low
214,1141,77.565493,12.900049,high
259,1262,77.627975,12.974658,high
109,505,77.581107,12.965828,low
245,1154,77.610619,12.918784,low
276,1260,77.588413,12.982506,high
130,965,77.55866,12.95717,medium
95,1128,77.635683,12.966993,low
251,622,77.639759,12.938688,low
238,1005,77.552654,12.928958,medium
169,1148,77.613918,12.976261,medium
177,1134,77.610151,12.950551,medium
205,418,77.630899,12.984144,low
301,701,77.616745,12.944433,low
60,972,77.553666,12.943246,high
94,932,77.597278,12.958563,medium
10,874,77.611782,12.969301,medium
147,1220,77.59227,12.981225,high
188,412,77.646515,12.930407,high
280,1183,77.641249,12.97657,high
23,878,77.597087,12.936301,low
334,747,77.631919,12.921247,high
99,1014,77.577785,12.932938,high
195,1082,77.611581,12.957511,medium
251,619,77.61644,12.982646,medium
206,1009,77.560223,12.9149,high
302,582,77.602558,12.964354,medium
344,968,77.625449,12.911576,high
294,829,77.588232,12.917932,medium
295,517,77.580156,12.950481,medium
121,590,77.630814,12.942269,high
81,437,77.588241,12.954013,high
43,1090,77.631877,12.913081,low
342,1222,77.646244,12.947567,medium
54,1003,77.574735,12.927778,low
87,897,77.578979,12.989432,high
252,985,77.619105,12.958383,high
140,989,77.556024,12.904533,medium
187,1227,77.598794,12.964277,medium
286,858,77.586327,12.94784,medium
39,814,77.623239,12.942564,high
233,361,77.594816,12.920524,low
85,440,77.61607,12.935806,low
185,612,77.569301,12.988088,high
88,1237,77.630719,12.931913,high
157,754,77.557971,12.98918,high
286,1252,77.63414,12.926154,high
348,1210,77.590692,12.926666,medium
122,1103,77.557129,12.905345,high
78,473,77.616899,12.910235,medium
83,1174,77.642879,12.930478,low
249,1215,77.613554,12.962066,high
239,886,77.566309,12.908959,high
125,839,77.585143,12.9101,high
281,872,77.569865,12.944525,low
338,697,77.561087,12.908266,high
296,941,77.615363,12.920642,low
187,634,77.574902,12.981687,high
39,816,77.610598,12.921189,medium
100,1212,77.567436,12.919814,medium
258,735,77.566505,12.961603,high
94,866,77.578534,12.941885,high
278,872,77.588914,12.973215,medium
204,655,77.578731,12.959673,high
217,392,77.62055,12.951249,low
177,1158,77.606391,12.929616,low
184,1284,77.552231,12.918824,high
9,630,77.640986,12.940198,medium
93,1215,77.619073,12.931098,high
332,929,77.600085,12.909281,high
193,1102,77.627471,12.907737,low
92,393,77.574123,12.957315,high
228,703,77.587299,12.963419,medium
356,1035,77.585349,12.928356,medium
189,1029,77.592391,12.921281,high
160,1097,77.567534,12.936812,high
106,876,77.604277,12.972337,low
231,496,77.579423,12.9622,medium
143,483,77.600921,12.951588,medium
238,1192,77.562262,12.966434,low
65,1157,77.562365,12.941069,low
12,1211,77.590305,12.935108,high
46,791,77.606266,12.982235,medium
283,677,77.631907,12.949896,high
304,1111,77.646334,12.937086,high
330,1193,77.643898,12.909973,medium
138,905,77.62698,12.931657,medium
254,518,77.594344,12.925182,low
360,1099,77.568309,12.917948,low
315,1217,77.583435,12.922766,low
46,1287,77.572613,12.924004,high
204,1280,77.584803,12.900703,low
66,384,77.626802,12.908051,medium
231,380,77.594185,12.91853,low
178,1090,77.554095,12.915512,low
205,1307,77.607161,12.94402,low
43,927,77.598403,12.984534,low
226,369,77.581427,12.901076,medium
252,639,77.644582,12.921886,medium
311,1258,77.634003,12.965912,low
166,809,77.568942,12.936023,medium
237,1310,77.602413,12.927858,high
206,821,77.611043,12.928432,medium
28,774,77.608601,12.94142,high
90,601,77.605434,12.929831,medium
89,772,77.629761,12.959304,medium
163,545,77.64425,12.903458,high
261,730,77.622236,12.978378,medium
67,1122,77.569121,12.98198,high
302,486,77.591872,12.983306,low
225,1024,77.625402,12.964288,low
348,1149,77.620286,12.932751,high
219,586,77.606571,12.937241,low
114,591,77.608294,12.919682,low
227,453,77.639442,12.960067,low
301,446,77.566047,12.949781,high
259,641,77.56133,12.982477,medium
15,1275,77.551164,12.958573,high
256,428,77.621673,12.952251,medium
190,409,77.58432,12.945918,high
322,473,77.634911,12.944295,high
108,1058,77.58647,12.921968,high
301,1280,77.568618,12.961094,medium
209,705,77.610394,12.918924,low
346,1295,77.636729,12.903192,low
321,512,77.58826,12.975545,high
232,518,77.582142,12.903783,medium
250,702,77.577414,12.958432,high
310,983,77.596169,12.90748,medium
318,1275,77.575756,12.983323,high
152,1174,77.641702,12.982979,medium
133,478,77.635791,12.98191,low
206,501,77.616035,12.945428,medium
97,861,77.604271,12.903229,low
146,1224,77.556167,12.923629,low
249,691,77.571379,12.921826,low
196,448,77.565893,12.961435,low
52,778,77.561097,12.972391,low
190,1041,77.554285,12.94674,low
176,546,77.598363,12.902035,low
223,915,77.61288,12.926926,high
320,1034,77.561288,12.935735,low
17,467,77.572803,12.942878,medium
205,924,77.617861,12.962121,high
118,1098,77.563456,12.942892,low
87,707,77.558467,12.938048,low
139,498,77.588818,12.922611,high
323,1228,77.609049,12.905553,low
130,640,77.583464,12.953359,high
224,690,77.597069,12.924781,high
211,754,77.553334,12.948765,medium
328,755,77.594069,12.902263,low
112,1059,77.603083,12.95663,high
243,1251,77.568293,12.913802,high
327,788,77.574788,12.972088,high
227,456,77.570568,12.985852,high
244,591,77.612324,12.968545,medium
30,1273,77.558627,12.913036,high
273,1120,77.587955,12.909679,medium
125,478,77.581668,12.95393,medium
73,761,77.608384,12.947656,low
139,561,77.575179,12.97726,low
126,676,77.603688,12.980512,high
275,1315,77.619932,12.928259,medium
339,1144,77.558192,12.900014,medium
104,1122,77.564237,12.9878,high
48,1267,77.559053,12.940007,high
167,489,77.622527,12.971695,high
24,981,77.555602,12.912491,low
219,779,77.551853,12.983205,medium
165,590,77.588291,12.982053,low
58,1066,77.602855,12.947652,low
163,771,77.597669,12.952513,low
289,862,77.55425,12.940725,medium
172,829,77.555722,12.983258,high
171,939,77.578924,12.931806,high
318,1173,77.62787,12.96754,medium
167,1017,77.618455,12.91543,low
343,1053,77.614741,12.947935,medium
260,1196,77.603227,12.907729,low
309,952,77.570863,12.964048,medium
350,683,77.641258,12.974645,low
175,1230,77.623271,12.975083,high
100,1109,77.644669,12.952658,medium
122,430,77.563662,12.906159,high
114,1047,77.56306,12.974738,high
358,1242,77.565078,12.95353,low
332,675,77.619703,12.963512,high
189,895,77.591601,12.931858,low
189,856,77.60466,12.915272,low
215,425,77.555519,12.914644,low
180,882,77.606757,12.929137,medium
357,1254,77.591292,12.936016,low
119,804,77.578604,12.957175,medium
322,773,77.605033,12.914353,low
230,601,77.578593,12.942914,high
313,445,77.626489,12.902216,high
282,505,77.635446,12.988667,medium
79,712,77.647798,12.968908,low
188,784,77.566798,12.936718,high
203,880,77.568462,12.989378,medium
58,1116,77.581138,12.980619,high
93,1082,77.602328,12.904653,high
144,568,77.633719,12.90799,high
126,365,77.630731,12.981493,high
84,467,77.633092,12.924456,medium
253,790,77.640247,12.930005,low
120,988,77.55149,12.951254,high
186,613,77.58224,12.908453,medium
252,876,77.617415,12.961155,low
145,1105,77.622087,12.938675,high
301,1062,77.569782,12.960599,medium
339,871,77.561356,12.913836,medium
240,376,77.611205,12.968721,medium
207,1095,77.597157,12.960303,high
289,1224,77.634766,12.933089,medium
230,555,77.57194,12.923145,high
98,808,77.641557,12.921455,medium
135,774,77.643107,12.934079,low
252,1118,77.636332,12.98744,high
52,502,77.601892,12.969184,low
118,1037,77.628694,12.902999,medium
255,901,77.604225,12.909171,medium
66,875,77.550583,12.911835,medium
331,1042,77.638619,12.94007,medium
30,944,77.591158,12.954312,medium
248,1077,77.559308,12.986925,medium
277,767,77.597871,12.913066,high
236,458,77.603604,12.930548,medium
179,921,77.618497,12.970713,medium
301,1255,77.64755,12.912183,high
33,645,77.608264,12.983868,low
359,1038,77.645416,12.923894,high
292,529,77.641257,12.983833,low
185,365,77.591073,12.941386,low
170,811,77.614311,12.973545,low
361,853,77.649327,12.920393,medium
111,697,77.631396,12.9264,low
281,1310,77.627383,12.908541,low
85,396,77.592355,12.957834,low
319,1108,77.637819,12.926596,high
35,1082,77.647086,12.967254,low
353,500,77.550452,12.95528,high
230,1039,77.595304,12.925398,high
251,1227,77.636738,12.924122,high
71,711,77.57694,12.977517,medium
40,1253,77.597691,12.977986,high
253,760,77.56492,12.953393,low
5,786,77.617482,12.955055,medium
338,1027,77.550071,12.924494,medium
152,572,77.630359,12.92836,medium
210,897,77.570654,12.953328,low
247,471,77.55558,12.939718,medium
208,733,77.618478,12.98672,low
141,522,77.55055,12.90048,medium
344,1312,77.556651,12.981065,high
160,1048,77.557459,12.978839,high
237,640,77.616134,12.924101,high
23,1051,77.640572,12.988938,low
126,1209,77.564337,12.916562,medium
349,711,77.643225,12.963374,high
336,1162,77.552868,12.985457,low
212,1011,77.572198,12.92349,low
260,1083,77.649737,12.90548,medium
362,1258,77.56804,12.908109,medium
175,1270,77.618738,12.943145,low
289,850,77.64207,12.964294,high
307,378,77.602947,12.926312,low
210,867,77.575795,12.949946,medium
62,490,77.611469,12.945503,low
141,447,77.569319,12.955059,high
235,1310,77.597954,12.979279,medium
55,820,77.603992,12.96621,low
96,1098,77.629924,12.905258,medium
216,852,77.570227,12.915871,low
120,813,77.643368,12.958145,low
333,902,77.608187,12.926458,low
53,1039,77.610514,12.933204,low
236,866,77.635,12.908919,low
358,996,77.56936,12.960678,high
338,947,77.564394,12.961906,high
102,539,77.590619,12.977184,medium
60,662,77.584484,12.951314,low
81,679,77.555115,12.95322,medium
346,742,77.595592,12.953026,high
1,1208,77.620662,12.914303,high
359,1117,77.559862,12.91629,high
332,498,77.635156,12.919503,medium
96,1132,77.56367,12.919647,low
80,530,77.551011,12.975866,high
182,402,77.646239,12.924369,medium
241,364,77.610398,12.985973,high
167,1066,77.605693,12.951253,low
278,1172,77.591189,12.92145,medium
95,1293,77.585041,12.915794,low
227,972,77.562114,12.978194,medium
202,1030,77.598812,12.943002,high
339,1243,77.566618,12.933089,medium
137,482,77.568129,12.951955,medium
246,706,77.604123,12.940694,low
175,905,77.603718,12.916405,high
273,603,77.581923,12.921627,medium
303,722,77.603175,12.988003,medium
159,460,77.614803,12.970258,low
60,700,77.559201,12.985736,high
7,588,77.601742,12.932844,low
287,976,77.642388,12.962387,low
278,449,77.607119,12.934324,low
153,455,77.632908,12.978409,low
120,779,77.558407,12.929859,low
40,676,77.556451,12.923654,medium
39,773,77.602844,12.91087,low
166,373,77.600334,12.915739,low
210,1004,77.617909,12.920493,high
194,797,77.587604,12.906319,low
69,970,77.602089,12.934816,high
44,797,77.62341,12.942963,medium
197,1107,77.585137,12.95674,low
11,761,77.601313,12.935617,high
356,872,77.627298,12.914252,medium
270,497,77.570929,12.95237,medium
198,487,77.551121,12.938373,high
352,829,77.568584,12.977906,medium
179,412,77.644075,12.962214,low
62,464,77.613242,12.989885,high
56,882,77.649506,12.950866,low
320,683,77.642335,12.925835,medium
273,613,77.57764,12.918753,high
88,1023,77.572824,12.956505,low
131,421,77.568803,12.987289,medium
313,801,77.57586,12.952877,medium
47,923,77.632133,12.95062,low
246,578,77.635576,12.961306,low
188,674,77.642171,12.941687,high
184,548,77.573541,12.910457,high
85,579,77.574563,12.962947,low
29,1017,77.588599,12.915729,low
290,729,77.614556,12.909565,medium
237,393,77.57046,12.92077,high
188,1064,77.558937,12.977867,medium
292,1017,77.602582,12.988855,low
49,624,77.59839,12.913325,low
330,1095,77.633961,12.924707,medium
201,698,77.580029,12.916645,low
306,1077,77.572773,12.933617,medium
312,913,77.636943,12.902666,high
305,433,77.60449,12.933093,low
63,1297,77.593978,12.927903,low
303,559,77.595797,12.905527,high
113,528,77.574045,12.915377,high
140,786,77.638851,12.967434,high
122,1109,77.616006,12.974352,low
309,422,77.627532,12.961612,medium
329,926,77.643745,12.918473,low
19,1120,77.556863,12.961524,high
238,1179,77.6253,12.921042,low
255,1298,77.592816,12.926424,high
348,1166,77.632739,12.911586,medium
96,1137,77.604495,12.966348,high
3,792,77.641024,12.928591,medium
196,592,77.619591,12.936191,low
298,791,77.576875,12.951392,high
329,1057,77.586721,12.945709,low
117,934,77.553372,12.950216,high
256,1186,77.550494,12.92266,medium
31,511,77.618553,12.909975,medium
233,1181,77.568651,12.917269,high
241,1295,77.617269,12.903528,high
364,424,77.633975,12.932096,medium
299,1073,77.64361,12.928088,medium
187,581,77.612414,12.936029,low
264,465,77.615159,12.933378,high
125,406,77.646426,12.986475,high
240,417,77.56269,12.938096,medium
56,1312,77.552357,12.957755,high
109,448,77.604173,12.932061,high
15,936,77.631669,12.935964,medium
30,599,77.60558,12.949546,medium
242,986,77.63137,12.915229,low
127,440,77.564832,12.97084,low
114,1084,77.569828,12.9836,low
134,1210,77.609638,12.914302,low
222,1318,77.553617,12.943484,medium
39,674,77.557147,12.932627,low
258,436,77.619824,12.918975,high
164,367,77.632785,12.930927,medium
283,1312,77.592083,12.981001,medium
106,739,77.630433,12.918068,low
117,1063,77.559066,12.971664,low
205,1258,77.645235,12.9145,high
263,572,77.616167,12.929184,low
280,1318,77.552052,12.918079,high
98,409,77.578213,12.971395,low
182,852,77.63211,12.957716,high
310,651,77.569358,12.956883,low
114,1308,77.613611,12.922955,high
166,369,77.600465,12.919759,high
266,1229,77.61024,12.980715,high
82,525,77.600317,12.937213,high
199,1273,77.618853,12.936304,high
169,787,77.599512,12.981937,high
304,565,77.587477,12.903946,high
168,501,77.551697,12.918634,medium
102,1133,77.568674,12.976557,low
1,484,77.600033,12.925063,low
326,796,77.63657,12.934143,high
275,1318,77.589654,12.932562,low
153,903,77.59219,12.939079,low
124,648,77.592656,12.989736,medium
150,1077,77.644354,12.981717,low
168,777,77.63108,12.969722,medium
300,1240,77.556985,12.914726,low
306,548,77.593932,12.954706,high
314,1120,77.570076,12.910743,high
348,875,77.611311,12.957241,high
106,596,77.554737,12.922503,high
316,459,77.604253,12.912809,high
91,757,77.572776,12.906294,high
203,433,77.601886,12.936005,high
153,706,77.596382,12.936854,high
43,1143,77.607112,12.976566,medium
96,713,77.613742,12.944495,high
63,889,77.59621,12.909527,medium
204,1086,77.639517,12.987702,medium
233,1185,77.563689,12.956685,high
43,823,77.56419,12.976373,low
13,969,77.608096,12.909181,low
341,1018,77.55863,12.971685,low
112,545,77.598967,12.900172,low
344,483,77.640151,12.915121,high
111,815,77.581739,12.952672,high
152,1216,77.616418,12.905826,medium
59,878,77.636181,12.953902,medium
114,1063,77.620841,12.984814,medium
159,464,77.558593,12.914078,medium
59,958,77.5663,12.987399,low
360,652,77.551976,12.93938,high
208,1293,77.640436,12.967925,low
337,1097,77.550357,12.933643,high
204,693,77.561413,12.975231,low
183,916,77.625897,12.975556,low
175,466,77.631337,12.9004,medium
24,618,77.571011,12.913311,low
12,836,77.588656,12.977742,low
297,789,77.555148,12.907592,low
277,1010,77.643618,12.911886,medium
112,673,77.615232,12.982352,medium
80,1262,77.553145,12.905087,low
252,1095,77.569061,12.988678,low
138,483,77.633925,12.987111,high
191,1062,77.619241,12.902346,medium
267,656,77.574617,12.945203,low
140,1319,77.60319,12.977093,low
218,626,77.558828,12.956767,high
307,690,77.632097,12.929351,low
21,1244,77.642455,12.90103,high
289,852,77.636375,12.981711,medium
237,800,77.608276,12.905851,medium
5,613,77.607817,12.952746,low
205,1189,77.646047,12.927547,low
175,452,77.59777,12.977517,medium
221,1131,77.554324,12.942564,low
104,446,77.55891,12.940318,medium
352,1013,77.60773,12.903839,high
114,970,77.560453,12.984664,medium
344,524,77.614884,12.935645,high
138,764,77.564844,12.909879,low
317,688,77.595416,12.968463,medium
329,1263,77.56177,12.924452,medium
43,516,77.615998,12.956162,low
26,887,77.562273,12.920317,medium
310,1291,77.595482,12.933974,high
49,1146,77.623896,12.918268,high
114,889,77.607898,12.9494,medium
267,886,77.561095,12.930763,high
250,425,77.644159,12.942536,low
188,1282,77.605856,12.949895,low
326,883,77.638795,12.958096,medium
246,832,77.561015,12.976074,low
126,967,77.592844,12.953087,medium
315,1115,77.613788,12.981568,low
350,648,77.631598,12.916207,low
132,1018,77.636884,12.945559,high
35,1021,77.600094,12.90998,high
108,488,77.616377,12.90252,high
139,488,77.58387,12.944033,low
187,832,77.578964,12.931753,high
223,1298,77.621075,12.98671,low
224,1258,77.613017,12.953896,high
350,784,77.598473,12.979271,low
168,548,77.606427,12.968586,medium
127,628,77.602642,12.927815,high
3,699,77.646836,12.908503,medium
146,604,77.61209,12.908101,high
334,421,77.564755,12.937361,low
201,448,77.647375,12.941541,low
172,948,77.588814,12.913843,medium
61,685,77.623839,12.982575,medium
350,887,77.575536,12.961088,low
21,445,77.590527,12.92975,medium
361,419,77.605185,12.970694,high
59,1226,77.614276,12.980814,medium
178,916,77.639873,12.916603,low
361,719,77.605265,12.969126,high
283,463,77.621145,12.989256,high
249,718,77.565139,12.941904,medium
245,836,77.589401,12.947546,medium
268,977,77.564866,12.948204,medium
27,408,77.616982,12.916043,medium
173,469,77.575223,12.9615,medium
207,553,77.589403,12.955744,low
43,523,77.597402,12.934358,high
289,813,77.604001,12.989873,medium
266,1124,77.567906,12.963715,low
281,1140,77.581468,12.91104,high
281,1009,77.62229,12.953763,medium
93,561,77.559299,12.912338,medium
277,949,77.606104,12.986426,high
78,549,77.5714,12.919978,low
237,1075,77.566898,12.925661,low
3,400,77.626608,12.974214,high
334,552,77.582996,12.925264,low
135,1082,77.631293,12.955376,low
326,1243,77.601899,12.939384,high
100,562,77.606859,12.956237,medium
306,1228,77.605144,12.976459,low
29,1170,77.648549,12.91087,low
43,806,77.599756,12.901957,low
234,585,77.580719,12.922711,medium
225,392,77.577564,12.986413,low
66,1285,77.625785,12.985539,medium
11,647,77.639086,12.907237,medium
97,656,77.552875,12.925301,medium
325,1075,77.570606,12.979142,medium
183,427,77.618499,12.970822,low
156,603,77.562593,12.958136,medium
122,560,77.614237,12.976612,low
93,741,77.569026,12.945906,low
226,487,77.585743,12.977142,low
299,1013,77.55573,12.967046,medium
202,662,77.647716,12.975189,medium
65,381,77.599769,12.977202,low
320,869,77.624616,12.912006,medium
144,809,77.614481,12.907913,high
39,1203,77.619682,12.989603,low
66,736,77.579743,12.904268,low
187,754,77.564196,12.967802,low
365,756,77.569998,12.946438,low
106,634,77.643022,12.987026,high
30,797,77.647218,12.972283,medium
42,820,77.634579,12.947445,low
63,758,77.557884,12.963455,medium
101,534,77.562583,12.937303,high
220,1072,77.601423,12.940739,low
237,936,77.646679,12.94822,medium
187,1242,77.566629,12.958591,medium
237,660,77.62282,12.916188,medium
200,430,77.584065,12.915814,low
133,1124,77.602361,12.984883,low
60,1270,77.633878,12.941487,medium
325,822,77.562407,12.940508,medium
70,1186,77.56557,12.961844,low
126,882,77.590291,12.922587,medium
321,1068,77.575468,12.944237,high
230,564,77.550345,12.969786,low
296,1157,77.558343,12.973855,low
192,1033,77.631294,12.959039,medium
182,1110,77.615718,12.989372,low
255,1193,77.626233,12.951034,low
199,497,77.603198,12.977567,medium
128,897,77.61995,12.970755,medium
189,367,77.550897,12.982211,medium
32,410,77.561366,12.974814,low
263,397,77.62366,12.919614,high
208,636,77.609857,12.968245,medium
323,1279,77.613524,12.956551,high
321,1246,77.617011,12.905579,low
82,984,77.591527,12.95755,medium
76,731,77.626267,12.938996,high
159,527,77.620854,12.93969,medium
106,380,77.617718,12.909307,medium
10,424,77.583937,12.956619,high
101,1025,77.627311,12.928027,high
158,740,77.572375,12.938259,medium
154,694,77.607449,12.977601,low
212,419,77.563,12.969835,medium
150,711,77.559216,12.975959,low
234,391,77.596778,12.903069,medium
136,433,77.578949,12.91249,medium
364,468,77.60843,12.934964,medium
170,915,77.573654,12.910618,medium
33,398,77.644356,12.914589,low
145,581,77.60805,12.902077,medium
219,602,77.623749,12.989038,high
307,907,77.621674,12.912295,medium
31,448,77.590934,12.91788,medium
110,438,77.61067,12.955069,high
116,432,77.645813,12.979328,high
80,945,77.586628,12.903081,medium
294,484,77.622552,12.982934,low
227,950,77.571918,12.988379,low
37,1247,77.604305,12.985404,high
59,391,77.608087,12.915058,low
111,557,77.632489,12.915286,medium
362,611,77.619938,12.971743,low
121,433,77.556446,12.96776,high
248,1217,77.645411,12.96333,medium
166,1032,77.564777,12.941995,high
175,1058,77.595426,12.953614,low
30,678,77.558963,12.924528,high
231,471,77.62044,12.903675,high
327,395,77.559149,12.927047,low
91,891,77.551366,12.919478,high
45,624,77.566567,12.932934,medium
58,1078,77.58333,12.940238,high
92,1171,77.563651,12.933642,low
27,766,77.587182,12.91986,medium
192,943,77.558211,12.942246,low
139,1210,77.602654,12.958507,medium
253,1146,77.619659,12.952146,high
278,460,77.587676,12.963846,low
92,939,77.649887,12.943294,medium
283,1300,77.620741,12.92006,low
30,1086,77.597832,12.938534,high
250,908,77.550817,12.915653,medium
325,393,77.627904,12.938357,high
12,490,77.646543,12.962822,low
183,1066,77.627766,12.933992,high
